user_id,track_name,rating
839,angelique-o,5
951,true love,3
44,by myself,1
522,warm,1
515,panchhi banoon udti phiroon,5
114,miss you,1
519,one kiss,3
920,i'm glad there is you,3
872,"baby, baby, baby",2
888,undying love,5
241,your true love,4
330,cu cu ru cu cu paloma,3
266,cordelia brown,1
99,dear heart,5
807,completely sweet,1
797,sittin' in the balcony,1
748,a time for us,1
211,soft sands,4
509,(where do i begin) love story,4
3,canadian sunset,3
931,kisses sweeter than wine,4
565,eddie my love,1
279,come home to my arms,2
29,love never changes,2
957,tumsa nahin dekha,5
881,i can't love you enough,3
139,choopula kalasina subhavela,1
346,i'm alone because i love you,3
903,i've grown accustomed to her face,1
531,speak softly love,5
106,teen age goodnight,3
599,"love, love alone",3
320,now i know,5
487,tell me you love me,1
964,still,3
165,i don't know,4
236,suno sunaoon tumhen ek kahani,1
928,i'll see you in my dreams,4
515,"i surrender, dear",5
298,titulos principio,1
454,in the middle of nowhere,5
525,you are too beautiful,1
462,that's all i need,5
706,aagaya veedhiyil,4
402,don't blame me,1
280,between the devil and the deep blue sea,2
935,in the garden,4
992,he's got the whole world in his hands,5
587,birth of the blues,3
750,where can i go?,2
581,夢斷巫山,5
712,你去了那裡,1
829,mona lisa,5
50,inbamae pongumae,4
174,enna vendum,1
94,cowboy jackie,1
576,unchained melody,2
865,"rose, rose, i love you",1
209,talk to me something,5
862,there goes my baby,1
133,"oh, so many years",1
353,when i am with you,5
240,i'll walk alone,2
147,down the line,3
910,yours,5
235,all dressed up with a broken heart,4
893,changing all those changes,2
527,no love (but your love),3
898,pretty betty,4
460,well...all right,5
788,"wonderful, wonderful",3
807,i'm gonna love you too,2
697,sleigh ride,1
112,the twelfth of never,2
63,to be loved,1
202,when sunny gets blue,5
939,words of love,4
560,poor little fool,3
147,high noon,2
400,"blue days, black nights",5
882,take your time,5
299,winter wonderland,4
250,little baby,1
326,valley of tears,3
727,diana,2
380,long time gone,4
371,roving gambler,5
650,listen to me,1
386,you are my one desire,2
359,love me,3
823,love letters,4
860,drifting away from you,1
949,moonlight bay,4
146,i'll take you home again kathleen,5
800,my serenade,2
421,sleepy time gal,5
808,try a little tenderness,5
156,"god rest ye merry, gentlemen",5
819,all of me,5
121,that old feeling,2
655,for the first time,5
258,believe what you say,1
338,my bucket's got a hole in it,3
350,jealousy (jalousie),5
93,it's raining outside,4
247,good night irene,3
975,blue christmas,1
680,whispering wind,2
650,as long as i live,1
3,right now!,2
736,granada,1
586,your cheatin' heart,4
119,but not like you,2
972,danny boy,1
93,that's my desire,2
371,don't leave me,4
692,"promises, promises",3
399,moonglow,5
160,i belong to you,2
988,crying my heart out for you,1
790,moon of gold,2
659,i waited too long,1
784,forty winks away,4
533,no vacancy,2
772,blood from a stone,5
132,going home to mary lou,3
601,i'm walkin',1
77,i've got you under my skin,3
654,walk with me,3
759,as long as i live,2
87,the same old fool,1
756,love is all,4
548,shiva shankari shivananda,1
776,i wish your picture was you,2
580,stairway to the sea (scalinatella),1
339,embraceable you,1
317,let's love,4
260,oceano,5
681,منك بخاف,1
30,let it snow! let it snow! let it snow!,2
949,back in your own back yard,1
296,you better go now,4
857,i'm just a boy in love,5
648,secret love,4
568,where are you?,1
619,faithfully,3
456,have yourself a merry little christmas,3
879,i'll be home for christmas,1
349,"touch me, lord jesus",1
85,happiness,4
51,"only you, only me",1
151,it's all a part of love,2
963,superman,1
890,angelique-o,1
176,the damsel's lament (i never will marry),4
955,i'll be easy to find,1
593,prisoner of love,2
613,if i didn't care,2
819,as time goes by,4
548,when i fall in love,2
634,i'll never smile again,4
808,mama,1
539,rockin' all night,3
120,i got the blues,5
276,through a long and sleepless night,1
165,sweeter than you,4
497,no one knows,3
824,non dimenticar,1
492,turn! turn! turn! (to everything there is a season),2
86,mrs. robinson,5
476,yellow bird,1
392,stay beside me,4
811,just you,4
440,you mean everything to me,2
627,i'm walkin',5
995,lonely teardrops,1
669,oh! carol,2
183,lonesome town,1
966,blueberry hill,3
35,ain't that a shame,4
742,smoke gets in your eyes,3
143,a teenager in love,5
876,we belong together,5
953,winter wonderland,4
258,paddiwack song,4
355,boulevard of broken dreams,1
226,it's late,2
617,i'll remember april,5
120,my darling is gone,3
296,"music, maestro, please!",2
667,that's my desire,1
133,fool fool fool,4
878,all about you,4
804,the marching saints,1
893,i must be dreaming,4
279,one minute to one,3
421,you alone,3
707,all of me,2
995,love in bloom,2
867,all i need is you,1
589,tonight,1
398,call me,4
792,run samson run,5
423,half breed,5
781,i have but one heart,3
405,baby face,1
161,sama kama wacky brown,2
17,the sound of silence,3
122,one way ticket,2
961,don't pity me,4
537,swing low,5
801,another sleepless night,2
141,it ain't necessarily so,3
107,stranger in paradise,4
545,that's the way love is,1
421,a ride on a rainbow,3
291,someone,4
246,you've made me so very happy,5
85,someone to need me (as i need you),4
231,i can't help it (if i'm still in love with you),5
901,it's all in the game,3
700,your cheating heart,4
312,the japanese farewell song,5
958,i am a roving gambler,2
400,christmas auld land syne,2
927,"lakutshn, ilanga",4
575,"oh, true love",5
970,you thrill me (through and through),2
197,three nights a week,3
138,with my eyes wide open i'm dreaming,2
900,don't come knockin',1
184,september song,3
204,you belong to my heart,5
465,a hole in the bucket,3
631,sweet leilani,3
302,memories are made of this,5
861,some sweet day,2
172,at night,2
224,guys and dolls,3
941,"a woman, a lover, a friend",1
856,"theme from ""la fayette""",1
317,summertime in venice,4
723,tell me how long,2
121,steal your heart away,3
189,when i fall in love,3
9,one more dance,3
653,tenderly,3
18,it's the talk of the town,1
92,blueberry hill,4
963,teach me tonight,4
545,moonlight on the colorado,1
674,don't blame me,4
578,saathi na koi manzil,2
293,i had a notion,3
758,little jazz,5
149,circulate,2
163,sweet little you,3
830,king of clowns,2
387,look inside your heart,1
397,somebody to love,4
783,smile,4
726,lonely guitar,1
708,you always hurt the one you love,4
448,chances are,2
84,sleepless,1
131,i love you,4
67,bobby sox to stockings,5
515,the wanderer,3
552,(ain't that) good news,4
438,changing partners,1
236,good times,3
787,always it's you,1
647,just ask your heart,2
931,so sad (to watch good love go bad),3
302,keep movin' on,5
854,sleepless nights,2
822,walking to new orleans,3
162,soul,2
421,unchained melody,3
936,sweet nothin's,5
292,breaking up is hard to do,3
507,you send me,4
391,nothing can change this love,5
732,mio amore,2
525,my girl josephine,3
691,devil or angel,4
127,i'm through with love,5
118,love hurts,1
45,harbor lights,4
744,chain gang,1
632,jamaica farewell,5
901,"you, you, you",4
425,far away places,4
240,girl of constant sorrow,3
30,a lover's prayer,5
715,under paris skies,1
90,mockin' bird hill,2
708,secret love,1
253,venus,1
806,bridge of tears,4
301,cross over the bridge,4
676,return to me,5
358,the song from moulin rouge,3
569,you're nobody til somebody loves you,1
214,all the words in the world,2
199,all the things you are,4
243,the great pretender,3
71,i went to your wedding,1
715,heading home,1
953,fools rush in,4
788,i'll wait for you,2
513,mona lisa,3
150,falling in love,3
422,cincinnati fireball,3
562,don't lead me on,4
421,swinging on a star,4
902,mary hamilton,3
950,the jet,3
474,i'm old fashioned,3
125,"come to me, bend to me",4
522,just friends,5
150,my mammy,1
569,cry,4
394,blue holiday,2
954,mister sandman,1
455,paper doll,4
30,"love me, love me",3
483,the dance is over,3
115,maid of constant sorrow,2
904,a heart like mine,3
875,don't leave me,1
760,the search,5
361,the twelfth of never,4
18,long lonely nights,1
309,baby face,4
362,how long has this been going on,5
443,joy joy joy,2
567,light infatuation,1
656,how many tears,2
572,love is a many splendored thing,3
410,when i grow too old to dream,2
61,it's mine,3
650,what a sweet thing that was,1
836,mona lisa,3
499,oh lonesome me,3
338,paper tiger,5
1,am i blue,4
363,إلى حبيبى تسجيل حفلة,1
325,your cheatin' heart,2
679,long ago and far away,4
347,the more i see you,4
677,bully of the town,4
274,muskrat,5
303,"hi-lili, hi-lo",1
308,the song is ended (but the melody lingers on),4
723,blue avenue,3
818,rock house,5
849,hello josephine,3
535,perfidia,4
208,so long baby,4
841,i'm gonna stay,1
725,earth angel,1
194,footsteps,5
318,they call the wind maria,2
221,i'm hurtin',4
365,misery,1
207,saved,4
117,the watusi,1
73,you belong o me,2
843,if i had you (i'd be happy),1
287,lollipop,1
787,dum dum,3
42,raindrops,4
584,(i'd be) a legend in my time,3
237,come closer to me,1
732,life is but a dream,5
435,"swing low, sweet chariot",1
487,you're sixteen,5
168,rubber ball,2
586,you're always on my mind,5
339,dream lover,4
724,only the lonely,5
495,runaway,3
959,angelina,2
509,lonely teenager,5
348,more than i can say,2
643,it had to be you,5
452,the majestic,4
396,he will break your heart,1
159,raindrops,1
964,emotions,3
379,lonely world,5
484,i can't stop loving you,4
442,happy days,3
843,devil doll,3
624,jody,4
539,"goodnight, irene",1
438,will you love me tomorrow,1
567,my one and only love,1
353,you don't want my love,1
688,this kind of love,2
807,sweet and easy to love,5
765,nobody but you,2
100,"cold, cold heart",5
974,won't you take me back,1
644,tammy,1
600,dream lover,3
200,danny boy,2
491,bally mena,2
71,wanted man,4
448,when i fall in love,5
117,land of the sea and sun,2
359,twenty-two days,4
985,out in the cold again,4
172,but not for me,5
590,please forgive me,5
770,angel in my heart,4
959,day dreams,3
35,oh i apologize,5
234,hey little girl,4
393,fools rush in,3
506,the stroll,4
577,bad boy,3
347,havin' fun,2
309,cherished memories,4
243,i'll be there,1
673,blue skies,5
604,lost for sure,5
914,you should know,1
204,love again,4
504,"hi-lilli, hi-lo",5
129,dreamer,3
973,two wrongs don't make a right,3
368,lonely,3
927,little angel,2
115,your heart belongs to me,2
758,boll weevil song,3
961,what's a matter baby (is it hurting you),4
307,blueberry hill,5
483,run to her,4
458,king without a queen,4
857,remember you're mine,4
814,lessons in love,2
588,breaking up is hard to do,4
483,if dreams came true,5
672,don't forbid me,5
613,(i get so) sentimental,4
177,the hucklebuck,5
554,ain't that a shame,1
430,run to him,2
564,always,4
828,(i've got to) cry over you,5
396,earth angel,3
684,sharing you,4
699,uptown,4
443,i sold my heart to the junkman,4
906,you alone (solo tu),5
919,(it's) wonderful to be young,4
471,let me in,1
2,baby that's love,1
465,so many ways,1
592,from day to day,5
864,night life,4
213,here comes the night,5
271,you left me,1
853,never again,4
404,play a sad song,3
322,big john (ain't you gonna marry me),1
556,love letters,4
684,dreamy eyes,3
911,all by myself,1
366,a fool never learns,4
659,you're the one,4
214,true love,3
473,sealed with a kiss,4
754,one hundred miles away from home,2
975,walkin' with my angel,1
922,sharing you,5
705,only you (and you alone),1
529,rocking blues,3
651,your song,4
982,donna the prima donna,5
633,the ballad of bonnie & clyde,1
449,ecstasy,3
19,let's make a memory,2
41,"baby, let me follow you down",4
912,soldier boy,5
529,you're my desire,5
339,the great pretender,1
652,"tonight, tonight",5
730,what's so good about goodbye,1
318,evergreen,2
712,take good care of her,4
883,if i had a hammer,3
349,three coins in the fountain,4
525,love is a many-splendored thing,5
183,tonight,2
664,love hurts,2
389,long lonely nights,1
744,sealed with a kiss,2
834,it's over,2
236,roses are red (my love),2
221,crying in the rain,2
57,mr. lonely,1
301,stand by me,2
220,crying,5
697,blue on blue,5
959,over and over,5
634,the impossible dream (the quest),1
816,running scared,5
464,i love how you love me,3
5,love letters in the sand,3
111,limbo rock,1
892,fixin' to die,1
767,the crowd,3
361,putty in your hands,2
678,smile,1
932,she wears my ring,2
93,summer song,5
369,twistin' in the kitchen with dinah,4
847,i promise love,5
655,wedding day,2
193,loddy lo,5
933,cry myself to sleep,2
333,it might as well be spring,2
369,autumn to may,2
423,i'll be home,1
328,she cried,5
915,gospel plow,1
112,if i had my way,5
228,halfway to paradise,3
627,see that my grave is kept clean,5
982,gravy (for my mashed potatoes),4
776,when the girl in your arms is the girl in your heart,4
627,cherry hill park,4
161,it keeps right on a-hurtin',5
396,somebody's gonna miss me,1
107,grow closer together,4
666,shut down (mono),5
804,our car club,1
141,cry and you cry alone,2
563,o holy night,5
36,white christmas,4
599,operator,2
471,ballad of ole' betsy,1
753,cry,1
752,fools rush in (where angels fear to tread),5
841,young and foolish,4
563,girl from the north country,5
787,second hand love,1
250,i would,3
835,i'll keep it with mine,5
117,if that's the way you want it,2
905,because i love you,5
741,custom machine,2
596,the death of emmett till,4
525,i understand,5
931,many tears ago,4
541,chora tua tristeza,4
318,breakin' in a brand new broken heart,3
690,surfers rule,3
551,i'm the one who loves you,3
605,wonderful summer,4
975,mr. tambourine man,3
931,from me to you,4
369,long time gone,2
31,time to go,4
878,standing on the highway,3
798,dance on,3
438,slippin' and slidin',4
131,old coat,1
99,two kinds of tear drops,4
772,masters of war,4
383,with god on our side,3
178,i'm gonna be warm this winter,1
174,puppy love,4
181,let me die in my footsteps,3
730,poor boy blues,5
341,santa claus is coming to town,1
709,flora,1
328,(they call you) gigolette,4
315,house without windows,5
505,my foolish heart,4
725,the next time,5
246,the killer,3
329,wonderful! wonderful!,2
769,dream,5
397,among my souvenirs,5
3,sweets for my sweet,4
707,come and get these memories,4
267,judy's turn to cry,1
782,blue bayou,1
846,shy girl,1
71,dreamin',5
256,don't break the heart that loves you,2
756,stay,5
349,shahdaroba,3
549,the last leaf,4
857,two faces have i,3
314,lonely wine,3
111,get yourself another fool,2
964,"sunshine, lollipops and rainbows",4
573,two lovers,4
842,in my room,5
53,stupid cupid,3
985,rhythm of the rain,1
3,you've really got a hold on me,1
825,surfer girl (stereo),2
327,surfin' u.s.a.,4
75,that's all she wrote,1
411,sleigh ride,1
697,frankie,5
62,i wish you love,5
887,so much in love,2
782,cry me a river,5
361,my happiness,5
174,alone,5
880,everybody's somebody's fool,4
329,break it to me gently,2
721,it's all right,2
534,christmas (baby please come home),4
208,mean old world,4
78,run bobby run,5
403,your summer dream (stereo),3
609,if i had a hammer,4
265,go away little girl,3
256,fly me to the moon,3
762,shut down,5
29,my heart has a mind of its own,2
441,no more tears,2
563,mickey's monkey,5
822,more (theme from mondo cane),3
792,lana,4
754,i'm so lonesome i could cry,3
487,in my room (mono),3
469,farmer's daughter,2
219,having a party,4
202,gypsy woman,5
830,don't say nothin' bad (about my baby),3
759,winter wonderland,1
303,my first day alone,1
805,hawaii,2
420,just one look,4
586,i love you because,1
431,the gypsy cried,4
133,what kind of fool am i?,5
658,runaround sue,4
832,gone the rainbow,5
454,a marshmallow world,5
163,lonely sea,2
185,punch and judy,2
277,string along,2
114,smoke rings,1
393,farewell,3
34,handy man,5
916,i'll be home for christmas,1
27,can't believe it,1
176,unchained melody,3
480,blue christmas,2
303,in the land of make believe,3
961,jingle bell rock,3
884,auld lang syne,1
949,crying,5
290,"good golly, miss molly",2
539,why do fools fall in love (stereo),1
454,your cheatin' heart,3
473,i died inside,1
88,leave me alone,2
221,my whole world is falling down,2
375,i want to hold your hand,3
427,ask any girl,2
896,take me back,5
198,hushabye,1
5,your kiss of fire,5
823,rat race,1
292,santa claus is comin' to town,1
276,you'll never get to heaven if you break my heart,3
995,tonight,1
617,livin' above your head,1
415,sidewalk surfin',5
859,no true love,3
617,at the scene,2
886,last one to be loved,4
224,long long winter,5
901,yes,4
366,papa-oom-mow-mow,4
958,my baby just cares for me,4
196,the grass is greener,5
377,sea of heartbreak,5
570,you've really got a hold on me,1
414,things are changing,5
384,danny,1
52,bring it to jerome,3
35,all grown up,1
158,when the love light starts shining thru his eyes,1
907,i'll never smile again,5
648,some other time,3
399,crying over you,4
176,"fun, fun, fun",2
502,tears on my pillow,3
465,it's gotta be you,5
105,tomorrow,5
508,whisper you love me boy,3
500,a whole lotta shakin' goin' on,3
616,groovin',5
320,all cried out,1
808,"turn, turn, turn! / to everything there is a season",3
166,little honda (stereo),4
921,my back pages,3
228,"gone, gone, gone",4
937,only a pawn in their game,1
859,all i really want to do,1
523,anyone who had a heart,5
753,when the lovelight starts shining through his eyes,1
968,laughing on the outside (crying on the inside),2
837,the lonesome death of hattie carroll,5
236,he was my brother,5
989,the sun is burning,5
666,one too many mornings,5
647,bird dog,5
618,the best things in life are free,3
241,let's lock the door (and throw away the key),2
47,where did our love go,3
186,don't throw your love away,5
279,all summer long (stereo),3
96,walk on by,3
809,rockin' around the christmas tree,2
745,needles and pins,4
493,wishin' and hopin',1
258,this magic moment,4
254,"fun, fun, fun (mono)",5
228,bye bye love,2
723,come see about me,4
339,my guy,1
589,baby love,2
86,('til) i kissed you,3
956,i'm on the outside (looking in),5
371,devoted to you,5
600,an angel cried,2
302,cara mia,5
286,the game of love,1
916,reach out for me,2
139,smokestack lightning,3
303,cotton candy,3
446,bits and pieces,5
212,stay awhile,2
8,"fun, fun, fun (stereo)",4
578,wishin' and hopin',2
657,pom pom play girl,5
457,"long, tall sally",2
410,lalena,4
673,i wonder,4
197,let the music play,1
516,keep an eye on summer,1
604,if i had a hammer (the hammer song),5
80,sittin' in the sun,4
100,96 tears,5
938,anyone who had a heart,3
151,hurt so bad,5
401,"lovely, lovely (loverly, loverly)",3
299,hurdy gurdy man,2
925,don't back down (mono),3
819,the man with all the toys,5
655,why do fools fall in love,4
550,the good life,3
807,l.s.d.,2
902,love has gone,3
277,then he kissed me,2
998,unchained melody,2
858,needles and pins,5
651,i go to sleep,5
847,he was my brother,3
747,mr. tambourine man,4
49,my cherie,4
476,i am a rock,2
320,i'll feel a whole lot better,2
988,hard to believe,3
702,see the real me,5
166,the one in the middle,4
293,"if you gotta go, go now",5
670,"farewell, angelina",4
565,goldwatch blues,3
880,she don't care about time,2
101,she knows me too well (stereo),2
457,if i loved you,5
754,the great pretender,1
954,wishing,2
835,needles and pins,1
257,since you won my heart,5
960,in the misty moonlight,2
447,girl don't tell me (mono),5
591,teardrops will fall,3
211,for sentimental reasons,3
396,queen jane approximately,4
871,"hi lili, hi lo",2
874,needles and pins,2
86,see that girl,2
991,dream lover,3
3,good to my baby (stereo),1
613,whisper you love me boy,3
356,salt lake city (stereo),2
458,eight miles high,5
437,all i want (is you),5
835,the war drags on,5
997,crawling back,3
538,where did you go,5
912,fascination,3
581,all i really want to do,5
561,to sing for you,5
733,hurtin' inside,5
94,since i don't have you,2
494,patterns,1
554,nothing but heartaches,2
217,"theme from ""a summer place""",2
605,josie,3
900,september in the rain,2
564,stranger in town,4
676,losing you,5
223,goodbye my love,4
891,"if you gotta go, go now (or else you got to stay all night)",1
540,everybody loves a clown,1
147,the bells of rhymney,2
466,you've really got a hold on me,2
103,shoot your shot,5
375,don't look back (feat. van morrison),1
653,yesterdays gone,5
544,catch the wind,1
345,i remember when i loved her,5
525,count me in,5
350,i will follow you,5
825,just once in my life,4
105,sticks and stones,2
294,eve of destruction (stereo),3
987,lies (are breaking my heart),5
997,on the road again,3
594,make it easy on yourself,4
692,try to remember,4
72,the way i feel inside,2
209,unchained melody,2
101,stop! in the name of love,3
319,friday on my mind,3
508,she belongs to me,3
593,sleigh ride,2
852,ride away,5
868,(i'm a) road runner,4
796,"my darling, i love you",5
796,sportin' life,3
222,satisfied mind,1
26,good to my baby,5
357,love potion #9,5
737,"farewell, angelina",5
154,you'll never walk alone,3
649,you're gonna need somebody on your bond,2
701,do you hear what i hear?,5
873,in the back of my mind,1
18,summer day reflection song,2
316,"hush, hush, sweet charlotte",2
991,ask the lonely,3
429,when i grow up (to be a man),4
901,almost there,1
716,lay down your weary tune,5
34,500 miles,3
369,you're the voice,4
122,hangman,3
600,universal soldier,1
558,woman's got soul,4
181,april come she will,3
722,popsicle,2
164,lovin' you,4
133,whole lot of shakin' in my heart (since i met you),3
991,i'm ready for love,4
473,you still believe in me,4
58,since i fell for you,2
950,i'll be true to you,1
841,time,5
461,no escape,3
558,somebody help me,4
926,sloop john b,3
537,run for your life,1
999,yesterday,1
308,there will never be another you,1
146,pet sounds,1
704,here today,1
609,warm and tender love,2
389,in my room,4
241,hurry sundown,5
929,don't talk (put your head on my shoulder),3
256,i'm leaving it all up to you,2
661,don't forget about me,4
995,for one moment,1
348,lightning's girl,5
119,guinevere,5
511,it ain't me babe,2
869,warm baby,2
340,remember,1
779,i was young when i left home,5
143,take a giant step,1
919,"caroline, no",5
608,flowers on the wall,5
776,this old heart of mine (is weak for you),3
348,lies,1
225,i come and stand at every door,5
314,sunny,1
929,signed d.c.,3
629,you don't have to say you love me,1
6,let it be me,4
132,when she touches me,2
505,every breath i take,4
17,sealed with a kiss,5
385,trapped,4
659,the city never sleeps at night,2
1,"faded picture, a",2
813,it's a hard life,5
247,hey joe (where you gonna go),5
864,good vibrations,2
926,love me all the way,1
800,get it on,4
756,i'm waiting for the day,4
272,sunny,1
544,just a little bit better,4
71,a message to pretty,2
347,(theme from) the monkees,3
120,cast your fate to the wind,4
91,"so long, babe",1
257,eso beso,1
62,distant shores,1
875,it tears me up,2
777,the shadow of your smile,5
283,strange street affair under blue,5
350,it hurts to be in love,5
636,kicks,3
334,a lover's concerto,5
606,i call your name,4
97,dancing in the street,4
690,5d (fifth dimension),1
537,california dreamin',1
637,you really got a hold on me,3
609,homeward bound,4
525,how sweet it is (to be loved by you),2
334,when a man loves a woman,1
944,bang bang (my baby shot me down),4
929,hold tight!,2
835,there's a kind of hush,5
574,you don't have to say you love me,3
212,jimmy mack,4
281,tomorrow's gonna be another day,5
865,loving you is sweeter than ever,5
920,this just doesn't seem to be my day,2
276,everything is good about you,4
340,our day will come,2
196,no salt on her tail,2
769,three king fishers,2
941,you are my destiny,5
673,legend of a girl child linda,4
916,go away little girl,1
625,bang bang (my baby shot me down),4
836,rain,4
939,in my life,2
49,the pied piper,4
41,love is like an itching in my heart,5
484,nashville cats,5
772,palm desert,5
284,even the bad times are good,5
866,you better run,1
46,the day begins,1
568,she knows how,3
618,chattanooga choo choo,3
294,"apples, peaches, bananas and pears",2
925,saigon bride,1
385,lunch break: peak hour,3
946,i'm so happy now,3
452,string man,5
566,cerdes (outside the gates of),5
971,like the seasons,2
840,shades of gray,4
892,long summer days,1
961,the wicked messenger,1
513,sometime,1
757,catch the wind,2
239,makin' my mind up,3
236,what am i living for,3
513,message to michael,1
13,what i'd give to see your face again,2
282,odds and ends,4
630,echoes,1
737,homeward bound,4
345,alfie,5
237,snoopy vs. the red baron,2
514,the day we fall in love,2
141,c.t.a.,3
68,gettin' hungry (mono),5
255,rugs of woods and flowers,5
485,i'm on the outside (looking in),1
215,pennies,1
556,let's fall in love,5
455,i am a lonesome hobo,5
442,my back pages,1
296,a christmas camel,1
839,laugh at me,5
975,all of your toys,3
392,if i were a carpenter,2
792,with me tonight (mono),4
664,vine street,5
521,trains & boats & planes,2
836,suddenly you love me,4
260,take my heart,5
630,guide for the married man,2
906,look out (here comes tomorrow),1
420,zilch,3
127,hummin' happy,4
802,a house is not a home,3
506,i'm blue,4
850,oh gosh,1
425,the letter,3
90,ain't no more cane,3
900,liberty valance,5
568,vegetables,5
331,my girl,3
138,if you go away,1
794,dark end of the street,1
502,what the world needs now is love,4
554,andmoreagain,3
45,with me tonight,4
154,so you want to be a rock 'n' roll star,3
963,when love comes knockin' (at your door),1
223,i dig rock and roll music,4
208,conquistador,5
482,my special prayer,4
23,my world (il mondo),4
752,hey baby (they're playing our song),3
130,darlin',1
78,never my love,4
902,heroes and villains,5
583,gentle on my mind,1
488,groovin',5
738,happy together,1
562,incense and peppermints,2
209,the rain the park and other things,1
327,once i was,5
438,i say a little prayer,5
211,release me,3
76,"somewhere, my love (lara's theme from ""dr. zhivago"")",1
352,love is here and now you're gone,5
126,creeque alley,4
251,the last waltz,1
231,carrie-anne,3
626,i can't let it happen to you,4
599,whistle in,2
608,there's no stopping us now,2
644,two different worlds,4
210,it's the little things,5
654,good vibrations (stereo),5
459,forget that girl,4
917,wonderful,3
724,country air,5
480,just walk in my shoes,2
941,i pity the poor immigrant,5
873,all this world and the seven seas,1
468,early morning blues and greens,1
902,good vibrations (mono),4
72,what am i doing hangin' 'round,1
13,somewhere there's a feather,3
35,the good humor man he sees everything like this,4
749,i'll spend my life with you,5
121,onie,2
761,i dreamed i saw st. augustine,4
472,sweet inspiration,4
394,sing for your supper,3
43,little sister,2
30,the hunter gets captured by the game,3
884,take me in your arms and love me,4
26,more love,2
770,trust each other in love,2
223,mirage,3
34,dawn: dawn is a feeling,4
515,i was made to love her,5
452,eleanor rigby,1
399,you set the scene,5
119,i can't stay away from you,4
17,love songs,2
733,morning glory,5
962,(there's) always something there to remind me,4
631,lovely rita,3
663,the christian life,2
247,it's too late,5
424,red rubber ball,4
139,"in the bad, bad old days (before you loved me)",2
61,"porpoise song (theme from ""head"")",4
58,good times,4
52,the word,5
663,together,1
770,daddy's song,4
796,nathan la franeer,5
229,reverend posey,2
189,winter world of love,1
795,my name is jack,1
465,eleanor rigby,2
799,the sun is a very magic fellow,4
173,a day in the life of a fool,3
71,the way young lovers do,2
877,"red, red wine",3
171,forget me not,4
571,the legend of xanadu,5
476,i'm in a different world,4
972,top of the world,1
672,goodbye,4
88,change is now,5
743,be still,1
154,elusive dreams,4
828,pretty song from psych-out,2
283,transcendental meditation,5
43,tomorrow,4
151,hi it's been a long time,2
530,as i recall it,5
910,words,2
994,i'm alive,5
947,dream world,1
303,rainbow valley,5
799,yesterday,2
610,bath,4
290,show me,4
722,the straight life,4
840,wish it were me,2
669,my world,1
728,hickory wind,2
194,reachin' for something i can't have,1
129,love,2
494,dreams of the everyday housewife,3
